Position,Artist Name,Song Name,Days,Total Streams
3677,Southside,Hold That Heat,16,5156031
3678,Alexander 23,IDK You Yet,24,5149303
3679,Lorde,Perfect Places,21,5142234
3680,Justin Bieber,Love You Different,13,5141030
3681,XXXTENTACION,SMASH!,16,5139578
3682,Ariana Grande,successful,14,5133578
3683,Drake,Not You Too,9,5132342
3684,Khalid,Free Spirit,13,5124908
3685,Nipsey Hussle,Dedication,16,5124168
3686,Lil Wayne,Mess,10,5122974
3687,Beyoncé,HEATED,13,5114376
3688,KIDS SEE GHOSTS,Kids See Ghosts,10,5113358
3689,Beyoncé,THIQUE,13,5112374
3690,Taylor Swift,Come Back...Be Here (Taylor's Version),10,5109939
3691,Anuel AA,Ella Quiere Beber  Remix,24,5109824
3692,Lil Uzi Vert,Got The Guap,14,5105797
3693,XXXTENTACION,STARING AT THE SKY,9,5102477
3694,Halsey,So Good,14,5096204
3695,6ix9ine,KANGA,11,5094630
3696,Juice WRLD,Juice WRLD Speaks From Heaven  Outro,10,5094409
3697,Juice WRLD,Ring Ring,15,5083782
3698,Cordae,Gifted,17,5083130
3699,Peter Manos,In My Head,20,5080154
3700,Why Don't We,What Am I,23,5077344
3701,DaBaby,POP STAR,14,5073569
3702,Lil Nas X,LOST IN THE CITADEL,12,5068705
3703,Maroon 5,It Was Always You,46,5067617
3704,Juice WRLD,Face 2 Face,11,5065097
3705,Delacey,Cruel Intentions,18,5065022
3706,21 Savage,break da law,13,5061370
3707,Nat King Cole,O Come All Ye Faithful,13,5058003
3708,Lil Baby,Pop Out,12,5055290
3709,A Boogie Wit da Hoodie,Bleed,16,5052000
3710,Kelsea Ballerini,Love Me Like You Mean It,49,5042535
3711,J.I the Prince of N.Y,Need Me,23,5042249
3712,Gunna,25k jacket,14,5041133
3713,Jason Derulo,Try Me,47,5040622
3714,Pharrell Williams,Down In Atlanta,12,5040244
3715,Taylor Swift,The Lucky One (Taylor's Version),9,5039035
3716,Shawn Mendes,Lost In Japan  Remix,22,5034975
3717,Tory Lanez,Broke Leg,18,5020300
3718,John Mayer,Last Train Home,14,5017516
3719,Leslie Odom Jr.,Alexander Hamilton,20,5010199
3720,Demi Lovato,Anyone,14,5008334
3721,Tame Impala,Lost In Yesterday,16,5007655
3722,Keith Urban,Somewhere In My Car,80,5003982
3723,Lana Del Rey,High By The Beach,41,5003957
3724,Big Sean,Play No Games,48,5001548
3725,Pop Smoke,44 BullDog,13,5000687
3726,Kanye West,Jail pt 2,11,4996131
3727,Ariana Grande,better off,14,4995927
3728,Galantis,Peanut Butter Jelly,55,4992193
3729,Olly Murs,Wrapped Up,57,4991941
3730,YoungBoy Never Broke Again,My Window,15,4991063
3731,Juice WRLD,Doom,11,4982621
3732,Selena Gomez,My Mind & Me,14,4982250
3733,Metro Boomin,All The Money,9,4979166
3734,Key Glock,Ambition For Cash,21,4977902
3735,Tech N9ne,Face Off,21,4976912
3736,Drake,Intro,6,4975568
3737,Kendrick Lamar,The Blacker The Berry,41,4973207
3738,Kid Cudi,Heaven On Earth,8,4971240
3739,Taylor Swift,Sad Beautiful Tragic (Taylor's Version),9,4970697
3740,Sam Hunt,Kinfolks,19,4967848
3741,Bad Bunny,Una Vez,13,4962382
3742,Mariah Carey,All I Want For Christmas Is You  Original Version,21,4954032
3743,Beyoncé,MOOD 4 EVA,13,4953782
3744,Anuel AA,Narcos,15,4950928
3745,Billie Eilish,Halley's Comet,14,4949477
3746,One Direction,If I Could Fly,26,4948034
3747,Eminem,Premonition  Intro,9,4943065
3748,Jhené Aiko,Triggered (freestyle),16,4940245
3749,Nick Jonas,Jealous  Remix,55,4937937
3750,Nicki Minaj,Rich Sex,15,4933337
3751,Future,Trillionaire,13,4916208
3752,Charlie Puth,I Warned Myself,20,4914069
3753,Stevie Wonder,Superstition  Single Version,18,4909331
3754,Tory Lanez,Stupid Again,14,4894089
3755,Avicii,For A Better Day,39,4891566
3756,A Boogie Wit da Hoodie,Might Not Give Up,13,4890671
3757,Gwen Stefani,Used To Love You,45,4887178
3758,Taylor Swift,The Moment I Knew (Taylor's Version),9,4881118
3759,Lil Uzi Vert,Lotus,10,4879604
3760,Trevor Daniel,Past Life,21,4877534
3761,Taylor Swift,You Belong With Me (Taylor’s Version),9,4875738
3762,Gucci Mane,P**** Print,26,4875196
3763,Ariana Grande,raindrops (an angel cried),13,4873707
3764,Taylor Swift,Starlight (Taylor's Version),9,4869697
3765,Future,That’s It,13,4867383
3766,One Direction,A.M.,26,4866954
3767,Lil Baby,Never Hating,13,4862719
3768,Morgan Wallen,Up Down,23,4860039
3769,Future,Sorry,21,4859069
3770,Eminem,Believe,12,4857849
3771,Metallica,Enter Sandman,21,4857666
3772,Jason Derulo,If I'm Lucky,23,4856244
3773,Kid Cudi,love.,13,4852365
3774,Brent Faiyaz,Wasting Time ( feat. Drake ),14,4847096
3775,Kid Cudi,Sad People,8,4833931
3776,Pusha T,Scrape It Off,14,4833354
3777,Kanye West,Ok Ok pt 2,6,4829761
3778,Anuel AA,Fútbol & Rumba,14,4828094
3779,Bazzi,Young & Alive,18,4819526
3780,Ashnikko,STUPID,22,4814708
3781,H.E.R.,Slide,20,4813384
3782,Halsey,Strangers,18,4810693
3783,Bryson Tiller,Outta Time,12,4799686
3784,Gucci Mane,Solitaire,19,4786894
3785,BANKS,Beggin For Thread,62,4777153
3786,Juice WRLD,Who Shot Cupid?,15,4776644
3787,Kenny Chesney,American Kids,52,4776154
3788,5 Seconds of Summer,No Shame,15,4773860
3789,Trippie Redd,Betrayal,13,4772754
3790,Lil Wayne,Used 2,9,4772553
3791,SZA,Forgiveless,9,4770873
3792,Pop Smoke,Tell The Vision,14,4762578
3793,Michelle Williams,Tightrope,24,4759531
3794,Pentatonix,Winter Wonderland / Don't Worry Be Happy,48,4758728
3795,The Chainsmokers,High,16,4754077
3796,Ed Sheeran,The Joker And The Queen,11,4753323
3797,Lil Nas X,Late To Da Party,13,4740348
3798,Mumford & Sons,Snake Eyes,32,4739325
3799,Rich The Kid,Leave Me,18,4734032
3800,Ariana Grande,Best Mistake,51,4733547
3801,Khalid,Hundred,13,4729250
3802,Blue Öyster Cult,(Don't Fear) The Reaper,15,4723676
3803,DJ Khaled,LET IT GO,17,4721361
3804,Yo Gotti,Put a Date On It,16,4712663
3805,Big Sean,So Good (& Metro Boomin),18,4696982
3806,Coldplay,Christmas Lights,16,4676585
3807,Coldplay,Higher Power,14,4676119
3808,Justin Bieber,Come Around Me,11,4673305
3809,Rick Ross,Trap Trap Trap,22,4669893
3810,Gunna,mop,13,4667424
3811,Lil Uzi Vert,Strawberry Peels,10,4664098
3812,Zedd,365,14,4661951
3813,Drake,6PM In New York,37,4654366
3814,2Pac,California Love  Original Version,16,4650719
3815,One Direction,Never Enough,24,4650073
3816,Juice WRLD,Not Enough,10,4644000
3817,Shoreline Mafia,Bands,21,4637244
3818,Dennis Lloyd,Never Go Back,14,4637023
3819,Rod Wave,Alone,14,4635303
3820,Migos,Racks 2 Skinny,15,4630021
3821,Becky G,Mayores,25,4626260
3822,Lil Uzi Vert,Leaders,11,4625684
3823,Ingrid Michaelson,Girls Chase Boys,48,4622009
3824,Enrique Iglesias,Bailando  English Version,51,4621969
3825,Machine Gun Kelly,drunk face,15,4612395
3826,Coldplay,Viva La Vida,21,4610225
3827,Lil Uzi Vert,No Sleep Leak,15,4595897
3828,Meek Mill,What's Free,9,4588208
3829,Drake,When To Say When,8,4581071
3830,The Weeknd,Until I Bleed Out,10,4579467
3831,Ariana Grande,get well soon,13,4576066
3832,G.R.L.,Ugly Heart,50,4569358
3833,Bas,The Jackie,14,4569345
3834,The Weeknd,Don’t Break My Heart,10,4568264
3835,5 Seconds of Summer,Old Me,16,4563246
3836,Lil Pump,Be Like Me,14,4561371
3837,Meek Mill,Jump Out the Face,34,4561086
3838,The Game,All Eyez,33,4559540
3839,Lil Nas X,ONE OF ME,10,4555699
3840,Lil Tjay,Not In The Mood,14,4554713
3841,Joji,Ew,12,4546542
3842,Eminem,Marsh,10,4545511
3843,Michael Bublé,Have Yourself a Merry Little Christmas,45,4541541
3844,Luke Bryan,Most People Are Good,20,4535462
3845,Future,Xanny Family,41,4533487
3846,Bruce Springsteen,Born in the U.S.A.,14,4530416
3847,ROSALÍA,Con Altura,19,4530407
3848,DaBaby,GOSPEL,12,4528415
3849,Wale,On Chill,20,4527735
3850,Brent Faiyaz,LOOSE CHANGE,11,4524729
3851,Creedence Clearwater Revival,Fortunate Son,18,4522601
3852,Rauw Alejandro,LOKERA,18,4514711
3853,Drake,Overdrive,7,4509884
3854,Beyoncé,BROWN SKIN GIRL,14,4509473
3855,Young Thug,What's the Move,13,4508774
3856,Halsey,Without Me,17,4505897
3857,Billie Eilish,WHEN I WAS OLDER  Music Inspired By The Film ROMA,17,4503092
3858,Anuel AA,Jangueo,13,4499726
3859,Lil Tecca,Dolly,14,4498971
3860,Meek Mill,Millidelphia,16,4494068
3861,Kid Cudi,Damaged,7,4487609
3862,Kid Cudi,Baptized In Fire,24,4485147
3863,Chance the Rapper,65th & Ingleside,11,4484385
3864,Drake,From Florida With Love,9,4476504
3865,Trippie Redd,Negative Energy,13,4454198
3866,Lil Baby,Real Spill,11,4447196
3867,Justin Bieber,Somebody,12,4438958
3868,Linkin Park,Numb,15,4430537
3869,Lil Wayne,Demon,8,4427680
3870,Chance the Rapper,Do You Remember,9,4426493
3871,J. Cole,Album of the Year  Freestyle,13,4421413
3872,Sam Smith,Burning,16,4420071
3873,H.E.R.,Come Through,16,4407349
3874,BTS,HOME,12,4403308
3875,Bruno Mars,Fly As Me,10,4400410
3876,XXXTENTACION,difference (interlude),8,4398132
3877,Taylor Swift,The Way I Loved You (Taylor’s Version),9,4395852
3878,A$AP Rocky,Canal St.,32,4390672
3879,YNW Melly,Bang Bang,13,4388502
3880,Young Thug,Surf,12,4388175
3881,Mac Miller,That's On Me,8,4386766
3882,BTS,Mikrokosmos,12,4384810
3883,Beyoncé,BLACK PARADE,13,4384683
3884,Diplo,Wish,20,4384383
3885,Logic,Killing Spree,14,4376390
3886,Offset,How Did I Get Here,13,4375808
3887,Offset,Nightmare,13,4373968
3888,Drake,Deep Pockets,7,4367234
3889,The Kid LAROI,WRONG,15,4362483
3890,Kanye West,Tell The Vision,8,4357258
3891,Daya,Insomnia,18,4355884
3892,Dan + Shay,Take Me Home For Christmas,12,4350979
3893,Camila Cabello,Cry for Me,14,4346096
3894,Kanye West,Donda Chant,7,4344053
3895,Juice WRLD,734,13,4340745
3896,Tate McRae,chaotic,14,4339226
3897,Jon Pardi,Night Shift,20,4336303
3898,SiM,The Rumbling (TV Size),17,4335564
3899,21 Savage,gun smoke,11,4333390
3900,Lil Wayne,Scared of the Dark,18,4333183
3901,Big Sean,Single Again,14,4332587
3902,Marvin Gaye,Ain't No Mountain High Enough,16,4330323
3903,Sia,Genius,17,4329560
3904,Kanye West,No More Parties In LA,24,4327426
3905,Disturbed,The Sound Of Silence,36,4324426
3906,Future,MASSAGING ME,9,4315586
3907,Thomas Rhett,Star Of The Show,25,4314391
3908,Chance the Rapper,Handsome,13,4310598
3909,BTS,Make It Right,12,4307715
3910,Lil Nas X,AM I DREAMING,11,4305807
3911,21 Savage,Bad Business,19,4303346
3912,Ñengo Flow,Gato de Noche,6,4302587
3913,Lil Uzi Vert,Trap This Way (This Way),10,4297026
3914,Gucci Mane,Guwop Home,23,4294677
3915,Lil Uzi Vert,Wassup,9,4294246
3916,Trippie Redd,Toxic Waste,12,4287010
3917,Harry Styles,Carolina,14,4285352
3918,Migos,Brown Paper Bag,16,4285279
3919,Future,Ain't No Time,35,4283675
3920,Lil Uzi Vert,Moon Relate,9,4280745
3921,Roddy Ricch,thailand,16,4280392
3922,Eminem,Killer,14,4277405
3923,Eagles,Hotel California  2013 Remaster,22,4274132
3924,A$AP Rocky,A$AP Forever REMIX,11,4267374
3925,Metro Boomin,Lock On Me,8,4254665
3926,Post Malone,Love/Hate Letter To Alcohol,8,4253753
3927,Big Sean,All Your Fault,27,4252417
3928,Roddy Ricch,Big Stepper,16,4252121
3929,David Guetta,Bad,74,4251349
3930,Nat King Cole,The Happiest Christmas Tree,9,4250642
3931,Pop Smoke,Shake The Room,14,4249347
3932,Morgan Wallen,Days That End In Why,8,4243636
3933,Kanye West,I Love Kanye,22,4238147
3934,Cordae,RNP,14,4237358
3935,Polo G,Don’t Play,14,4233737
3936,Morgan Wallen,Only Thing That’s Gone,13,4231581
3937,DJ Khaled,Higher,9,4229395
3938,DJ Khaled,Hold You Down,59,4227792
3939,Trey Lewis,Dicked Down in Dallas,12,4226483
3940,The Chainsmokers,Beach House,13,4224917
3941,Lana Del Rey,Norman fucking Rockwell,10,4221875
3942,Harry Styles,Fine Line,8,4221219
3943,Keith Urban,Wasted Time,35,4217976
3944,The Citizens of Halloween,This Is Halloween,13,4216534
3945,Young Thug,Anybody,14,4211366
3946,Prince Royce,Stuck On a Feeling,52,4210798
3947,DJ Snake,Enzo,14,4208093
3948,DaBaby,ROOF,15,4204391
3949,Steve Lacy,Mercury,14,4199926
3950,Tory Lanez,Temperature Rising,16,4199706
3951,21 Savage,Mad Stalkers,13,4197020
3952,Panic! At The Disco,Don't Threaten Me With A Good Time,31,4196822
3953,Rae Sremmurd,By Chance,35,4190685
3954,Justin Timberlake,Supplies,15,4186086
3955,Lorde,Stoned at the Nail Salon,13,4181795
3956,Chris Lane,I Don't Know About You,18,4173728
3957,The Weeknd,As You Are,27,4173131
3958,Kanye West,Freestyle 4,22,4173020
3959,Carnage,i Shyne,15,4172635
3960,Mac Miller,Once A Day,8,4172613
3961,Future,Extra Luv,20,4169304
3962,Lil Tjay,Brothers,20,4164726
3963,Lilly Wood and The Prick,Prayer In C (Robin Schulz Remix) [Radio Edit],42,4164435
3964,Taylor Swift,Girl At Home (Taylor's Version),8,4156057
3965,Bruno Mars,After Last Night,9,4154868
3966,Peggy Lee,The Christmas Waltz,12,4127786
3967,Matthew Wilder,Break My Stride,15,4127339
3968,Carnage,I Like Tuh,48,4125002
3969,DMX,X Gon' Give It To Ya,11,4121585
3970,21 Savage,out for the night,11,4110796
3971,Kodak Black,Conscience,17,4102710
3972,DJ Many,Know,14,4096551
3973,Machine Gun Kelly,papercuts,12,4095837
3974,Adele,Make You Feel My Love,24,4095755
3975,Pusha T,What Would Meek Do?,12,4095270
3976,Juice WRLD,Life's A Mess II,12,4094962
3977,Lil Uzi Vert,Feelings Mutual,14,4092741
3978,NexXthursday,Sway,25,4087377
3979,Future,Super Trapper,15,4079681
3980,Hilary Duff,Sparks,40,4077042
3981,Harry Styles,Canyon Moon,8,4073037
3982,Travis Scott,SICKO MODE  Skrillex Remix,14,4072407
3983,XXXTENTACION,Ayala (Outro),15,4072191
3984,Marshmello,Tongue Tied,13,4068842
3985,Future,100 Shooters,15,4063146
3986,Andy Williams,The First Noël,10,4062290
3987,Pop Smoke,Creature,10,4062086
3988,Meek Mill,Dangerous,14,4057398
3989,Logic,Take It Back,13,4056856
3990,Big Sean,Deep Reverence,13,4050956
3991,Kid Cudi,The Void,7,4044135
3992,Mac Miller,Hands,8,4043943
3993,DJ Khaled,GOD DID,9,4042963
3994,Billie Eilish,Male Fantasy,12,4036176
3995,The Weeknd,A Tale By Quincy,8,4034332
3996,Lil Wayne,Start This Shit Off Right,7,4034296
3997,Juice WRLD,Go Hard,8,4033828
3998,Logic,Everybody Dies,11,4033286
3999,Lil Nas X,DONT WANT IT,10,4032276
4000,Panic! At The Disco,Hallelujah,35,4030268
4001,Big Sean,Voices In My Head/Stick To The Plan,14,4023224
4002,Pop Smoke,Demeanor,14,4021293
4003,Lil Wayne,Perfect Strangers,8,4019618
4004,Joji,Feeling Like The End,8,4016396
4005,Pop Smoke,Enjoy Yourself,12,4013132
4006,Logic,44 Bars,21,4010971
4007,Internet Money,JETSKI,15,4010617
4008,21 Savage,Disrespectful,11,4009692
4009,Travis Scott,3500,44,4008067
4010,21 Savage,Brand New Draco,9,4005055
4011,Billie Eilish,COPYCAT,18,4000378
4012,Josh Turner,Would You Go With Me,18,3999914
4013,Khalid,Intro,10,3997931
4014,Eminem,Yah Yah,9,3997189
4015,Lauv,Drugs & The Internet,14,3994222
4016,Kanye West,Facts (Charlie Heat Version),22,3990294
4017,Eminem,Stepdad,9,3985797
4018,Years & Years,If You're Over Me,17,3983702
4019,347aidan,Dancing in My Room,17,3979796
4020,Florida Georgia Line,Sun Daze,58,3975951
4021,Logic,Wrist,24,3969171
4022,Gwen Stefani,Baby Don't Lie,46,3967639
4023,HVME,Goosebumps,15,3965274
4024,Demi Lovato,29,13,3961674
4025,Mac DeMarco,Heart To Heart,12,3961460
4026,Taylor Swift,I Did Something Bad,15,3959397
4027,G,Eazy  I Wanna Rock,11,3958924
4028,Anderson .Paak,Tints,12,3955517
4029,21 Savage,My Dawg,9,3949409
4030,Chance the Rapper,Summer Friends,27,3948679
4031,Michael Jackson,Thriller  2003 Edit,10,3941482
4032,Huncho Jack,Huncho Jack,12,3939085
4033,Roddy Ricch,Every Season,18,3938649
4034,Only The Family,Crazy Story,16,3932676
4035,Adele,All I Ask,15,3931296
4036,Kesha,Learn To Let Go,19,3929944
4037,Beyoncé,Sorry,10,3929901
4038,Drake,Liability,7,3927778
4039,Mozzy,Seasons,14,3918632
4040,Jhené Aiko,Happiness Over Everything (H.O.E.),10,3918579
4041,Liam Payne,Naughty List,12,3914920
4042,Migos,Emoji A Chain,9,3912945
4043,Gunna,poochie gown,11,3909432
4044,Mr. Probz,Nothing Really Matters  Afrojack Remix,29,3909187
4045,Taylor Swift,Fifteen (Taylor’s Version),7,3907269
4046,Fetty Wap,Different Now,27,3892873
4047,Future,All Bad,7,3892565
4048,Migos,Avalanche,9,3891006
4049,DJ Khaled,BIG TIME,9,3886595
4050,Bruno Mars,Blast Off,9,3886544
4051,Giveon,LIKE I WANT YOU,18,3878523
4052,Claire Rosinkranz,Backyard Boy,18,3877495
4053,Future,FOR A NUT,7,3870290
4054,Drake,Down Hill,7,3868947
4055,Pusha T,The Games We Play,13,3867923
4056,Lil Wayne,I Love You Dwayne,5,3866774
4057,Doja Cat,Been Like This,12,3864883
4058,Luke Bryan,Games,49,3864776
4059,Mac Miller,2009,13,3863754
4060,French Montana,A Lie,15,3860159
4061,Lil Tjay,20/20,14,3853980
4062,Bad Bunny,BOOKER T,9,3853454
4063,Years & Years,King,40,3852591
4064,XXXTENTACION,Pain = BESTFRIEND,11,3846861
4065,One Direction,Temporary Fix,21,3841137
4066,Bryson Tiller,Somethin Tells Me,17,3841063
4067,Lil Durk,Petty Too,13,3836298
4068,Bad Bunny,BYE ME FUI,12,3835722
4069,Chris Brown,Liquor,39,3834249
4070,Halsey,Ghost,38,3833834
4071,Katy Perry,Cozy Little Christmas,9,3824381
4072,DaBaby,OFF THE RIP,9,3823637
4073,Trippie Redd,Can't Love,12,3819085
4074,Taylor Swift,State Of Grace (Acoustic Version) (Taylor's Version),8,3817061
4075,Doja Cat,Options,12,3814798
4076,Otis Redding,Merry Christmas Baby,9,3810873
4077,Lil Baby,Time,8,3809103
4078,DaBaby,Bestie,14,3798079
4079,R. City,Make Up,36,3797847
4080,Rich The Kid,Fall Threw,12,3791871
4081,Childish Gambino,IV. Sweatpants,57,3791528
4082,Lana Del Rey,Summertime Sadness,16,3790373
4083,Future,Stripes Like Burberry,8,3789199
4084,Zacari,Redemption Interlude,14,3788205
4085,Chris Jedi,Ahora Dice,23,3780507
4086,Lil Pump,Multi Millionaire,11,3780278
4087,Bebe Rexha,I Can't Stop Drinking About You,57,3779654
4088,The Weeknd,Every Angel is Terrifying,8,3777115
4089,JAY,Z  No Church In The Wild,14,3776096
4090,Porky Slim,Space Legend,9,3773824
4091,Tame Impala,Borderline,13,3770401
4092,Beyoncé,PURE/HONEY,9,3769682
4093,Jessie Murph,Always Been You,15,3767423
4094,Ozuna,Amor Genuino,12,3759592
4095,Wilbur Soot,Your New Boyfriend,14,3754788
4096,Big Sean,Lithuania,9,3753528
4097,Taylor Swift,Hey Stephen (Taylor’s Version),7,3749326
4098,Michael Bublé,Christmas (Baby Please Come Home),36,3749199
4099,Phillipa Soo,Helpless,15,3748122
4100,Beyoncé,Hold Up,10,3744640
4101,ZAYN,A Whole New World (End Title),14,3741479
4102,N.W.A.,Straight Outta Compton,33,3738216
4103,Tame Impala,Breathe Deeper,8,3737719
4104,Florida Georgia Line,Cruise,48,3737419
4105,Rich The Kid,End Of Discussion,13,3732938
4106,Khalid,Twenty One,10,3732908
4107,Logic,Fade Away,33,3729327
4108,Diplo,Get It Right,16,3728865
4109,Drake,Tie That Binds,7,3723700
4110,blackbear,@ my worst,13,3723421
4111,DeJ Loaf,Try Me,62,3719893
4112,The Kid LAROI,STILL CHOSE YOU,13,3719569
4113,J. Cole,Love Yourz,40,3718146
4114,Meghan Trainor,No Good For You,45,3717488
4115,Beyoncé,Before I Let Go  Homecoming Live Bonus Track,13,3715348
4116,Kid Cudi,Rockstar Knights,7,3708968
4117,NewJeans,Ditto,9,3707974
4118,Lana Del Rey,Fuck it I love you,11,3703449
4119,Big Sean,I Know,45,3702261
4120,Drake,Losses,7,3697564
4121,Elvis Presley,O Little Town of Bethlehem,9,3697052
4122,Tom Petty,Free Fallin',13,3696938
4123,Trippie Redd,Missing My Idols,11,3696134
4124,Kat Dahlia,I Think I'm In Love,51,3692709
4125,Sam Smith,Fire On Fire,16,3682386
4126,Queen,Killer Queen  Remastered 2011,17,3674038
4127,Eminem,Untouchable,12,3671442
4128,King Von,The Code,12,3670942
4129,Bing Crosby,It's Beginning To Look Like Christmas,10,3669308
4130,21 Savage,Famous,14,3664003
4131,Summer Walker,Playing Games,16,3663139
4132,Lil Pump,Racks on Racks,10,3659090
4133,Rod Wave,Cold December,12,3657741
4134,Harry Styles,Kiwi,15,3654048
4135,Avicii,Broken Arrows,30,3653700
4136,Drake,War,7,3652163
4137,YG,FTP,14,3650906
4138,Eric Church,Hell Of A View,15,3647718
4139,21 Savage,Snitches & Rats,8,3646639
4140,DJ Khaled,Juice WRLD DID,10,3644853
4141,2 Chainz,Rule The World,9,3638838
4142,Kehlani,CRZY,25,3638573
4143,Coldplay,Let Somebody Go,10,3636612
4144,Lovejoy,One Day,13,3635477
4145,Tee Grizzley,Satish,13,3635454
4146,Charli XCX,1999,15,3631809
4147,One Direction,I Want to Write You a Song,20,3630796
4148,Kanye West,Junya pt 2,7,3629441
4149,Kid Cudi,Beautiful Trip,5,3628842
4150,BTS,Dionysus,11,3628457
4151,One Direction,Wolves,21,3628400
4152,Migos,Culture,15,3623389
4153,Lil Wayne,Dope New Gospel,7,3622162
4154,Kid Cudi,Lovin’ Me,7,3619796
4155,Bruno Mars,Put On A Smile,8,3610449
4156,Galantis,Bones,14,3610123
4157,Chris Brown,Grass Ain't Greener,28,3610085
4158,Jonas Brothers,X,13,3604395
4159,Harry Styles,Treat People With Kindness,7,3604033
4160,Future,Over Your Head,9,3599695
4161,Lil Baby,Business Is Business (Lil Baby & Gunna),9,3596613
4162,Gunna,alotta cake,9,3593525
4163,XXXTENTACION,love yourself (interlude),11,3593441
4164,Khalid,Paradise,9,3593031
4165,Beyoncé,Formation,10,3592581
4166,Britney Spears,Toxic,12,3586853
4167,Beyoncé,AMERICA HAS A PROBLEM,9,3582431
4168,Gucci Mane,I'm Not Goin',14,3579225
4169,Future,Astronauts,9,3573442
4170,Lost Frequencies,Are You With Me,41,3572694
4171,Dylan Scott,My Girl,21,3569839
4172,Bad Bunny,TE DESEO LO MEJOR,8,3564796
4173,Nipsey Hussle,Double Up,12,3560497
4174,Big Sean,Bigger Than Me,14,3559097
4175,Meek Mill,Lord Knows,25,3557592
4176,Lil Mosey,Back At It,13,3556332
4177,Pop Smoke,Yea Yea,9,3551944
4178,Luke Combs,Lovin' On You,13,3551391
4179,Future,GOLD STACKS,7,3546639
4180,Foster The People,Pumped Up Kicks,31,3545255
4181,Logic,Super Mario World,22,3543738
4182,Sada Baby,Whole Lotta Choppas,16,3542380
4183,Guns N' Roses,Sweet Child O' Mine,18,3541621
4184,benny blanco,You,12,3534542
4185,NAV,A$AP Ferg,19,3532816
4186,Idina Menzel,Let It Go,62,3532122
4187,Young Stoner Life,Proud of You,9,3528249
4188,Cordae,Broke As Fuck,14,3527064
4189,Chance the Rapper,All Day Long,7,3518520
4190,Childish Gambino,V. 3005,23,3516647
4191,DJ A1,Bounce Out With That FT. YBN Nahmir,7,3515866
4192,Rex Orange County,OPEN A WINDOW,10,3514826
4193,Omarion,I'm Up,30,3514012
4194,2 Chainz,Gotta Lotta,28,3510796
4195,Beyoncé,ALL UP IN YOUR MIND,9,3509551
4196,Ty Dolla $ign,Love U Better,17,3509304
4197,Eminem,Little Engine,8,3506780
4198,Migos,Higher We Go  Intro,8,3505522
4199,Lil Durk,Pissed Me Off,11,3503602
4200,Headie One,Only You Freestyle,12,3497805
4201,Sam Smith,Say It First,13,3496085
4202,Ava Max,So Am I,16,3496028
4203,Gunna,how you did that,9,3493487
4204,Taylor Swift,White Horse (Taylor’s Version),7,3492637
4205,The Neighbourhood,#icanteven,51,3490292
4206,DaBaby,XXL,9,3487363
4207,Joji,Before The Day Is Over,7,3487033
4208,Bankrol Hayden,Costa Rica,16,3483496
4209,Alessia Cara,Make It To Christmas,8,3480351
4210,Future,Realer N Realer,11,3480320
4211,G,Eazy  The Beautiful & Damned,13,3479975
4212,DaBaby,iPHONE,9,3479908
4213,Eminem,Gnat,8,3479647
4214,Lil Uzi Vert,I Can Show You,7,3477683
4215,Pusha T,Neck & Wrist,11,3464946
4216,KAROL G,EL MAKINON,16,3464734
4217,Camila Cabello,Living Proof,13,3462646
4218,Eminem,Farewell,8,3460411
4219,Eminem,Never Love Again,8,3452780
4220,Steve Lacy,Sunshine,10,3448173
4221,Bad Bunny,MALDITA POBREZA,8,3444532
4222,Tom Petty and the Heartbreakers,American Girl,12,3440316
4223,Bad Bunny,PA' ROMPERLA,11,3440022
4224,Kanye West,Clique,59,3438231
4225,Lil Uzi Vert,Sasuke,8,3435305
4226,Taylor Swift,Forever & Always (Taylor’s Version),7,3434413
4227,Logic,Confess,10,3433777
4228,YoungBoy Never Broke Again,Carter Son,13,3432079
4229,OneRepublic,Wanted,12,3428061
4230,Migos,Auto Pilot,8,3424635
4231,Bad Bunny,P FKN R,9,3423174
4232,Kanye West,Ye vs. the People (starring TI as the People),9,3421826
4233,Gunna,Outstanding,7,3420408
4234,Brent Faiyaz,PRICE OF FAME,9,3420338
4235,Kygo,Stranger Things,17,3419542
4236,Kid Cudi,Elsie's Baby Boy (flashback),6,3418722
4237,Lorde,Mood Ring,10,3418017
4238,Lil Nas X,Old Town Road,3,3416371
4239,Mitchell Tenpenny,Drunk Me,16,3416040
4240,Juice WRLD,From My Window,8,3415508
4241,BTS,Run BTS,8,3414062
4242,Avicii,Levels,9,3408508
4243,Family of the Year,Hero,44,3407009
4244,Lil Nas X,Old Town Road,7,3405474
4245,Imagine Dragons,Warriors,47,3404000
4246,Kacey Musgraves,Rainbow,13,3401734
4247,CAZZETTE,Blind Heart,50,3397611
4248,Desiigner,Up,18,3389029
4249,Dean Martin,White Christmas,31,3383506
4250,Kid Cudi,Sept. 16,6,3372408
4251,Lil Tjay,Zoo York,10,3371454
4252,Renée Elise Goldsberry,The Schuyler Sisters,14,3369730
4253,YoungBoy Never Broke Again,Knocked Off,11,3366458
4254,Logic,Grandpa's Space Ship,8,3364813
4255,6ix9ine,FEEFA,7,3362696
4256,Sam Smith,One Last Song,13,3362441
4257,Nigo,Heavy,12,3357350
4258,A$AP Mob,Telephone Calls,23,3356137
4259,The Platters,Christmas Time,10,3352294
4260,Lil Uzi Vert,Pretty Mami,12,3346647
